image_name,sample_name,year,station,sample,stage,ind,length,calanus_type
2019_H_S_A3_8.tif,H_S_A3,2019,H,A3,NA,8,2.01,S
2019_H_S_A3_9.tif,H_S_A3,2019,H,A3,NA,9,1.99,S
2019_H_S_A3_10.tif,H_S_A3,2019,H,A3,NA,10,2.31,S
2019_B_S_A1_1.tif,B_S_A1,2019,B,A1,NA,1,2.45,S
2019_B_S_A1_2.tif,B_S_A1,2019,B,A1,NA,2,2.55,S
2019_B_S_A1_3.tif,B_S_A1,2019,B,A1,NA,3,2.25,S
2019_B_S_A1_4.tif,B_S_A1,2019,B,A1,NA,4,2.21,S
2019_B_S_A1_5.tif,B_S_A1,2019,B,A1,NA,5,2.32,S
2019_B_S_A1_6.tif,B_S_A1,2019,B,A1,NA,6,2.35,S
2019_B_S_A1_7.tif,B_S_A1,2019,B,A1,NA,7,2.52,S
2019_B_S_A1_8.tif,B_S_A1,2019,B,A1,NA,8,2.1,S
2019_B_S_A1_9.tif,B_S_A1,2019,B,A1,NA,9,2.22,S
2019_B_S_A1_10.tif,B_S_A1,2019,B,A1,NA,10,2.42,S
2019_B_S_A2_1.tif,B_S_A2,2019,B,A2,NA,1,2.28,S
2019_B_S_A2_2.tif,B_S_A2,2019,B,A2,NA,2,2.38,S
2019_B_S_A2_3.tif,B_S_A2,2019,B,A2,NA,3,2.39,S
2019_B_S_A2_4.tif,B_S_A2,2019,B,A2,NA,4,2.4,S
2019_B_S_A2_5.tif,B_S_A2,2019,B,A2,NA,5,2.65,S
2019_B_S_A2_6.tif,B_S_A2,2019,B,A2,NA,6,2.47,S
2019_B_S_A2_7.tif,B_S_A2,2019,B,A2,NA,7,2.35,S
2019_B_S_A2_8.tif,B_S_A2,2019,B,A2,NA,8,2.22,S
2019_B_S_A2_9.tif,B_S_A2,2019,B,A2,NA,9,2.25,S
2019_B_S_A2_10.tif,B_S_A2,2019,B,A2,NA,10,2.3,S
2019_B_S_A3_1.tif,B_S_A3,2019,B,A3,NA,1,2.68,S
2019_B_S_A3_2.tif,B_S_A3,2019,B,A3,NA,2,2.41,S
2019_B_S_A3_3.tif,B_S_A3,2019,B,A3,NA,3,2.53,S
2019_B_S_A3_4.tif,B_S_A3,2019,B,A3,NA,4,2.36,S
2019_B_S_A3_5.tif,B_S_A3,2019,B,A3,NA,5,2.51,S
2019_B_S_A3_6.tif,B_S_A3,2019,B,A3,NA,6,2.43,S
2019_B_S_A3_7.tif,B_S_A3,2019,B,A3,NA,7,2.28,S
2019_B_S_A3_8.tif,B_S_A3,2019,B,A3,NA,8,2.52,S
2019_B_S_A3_9.tif,B_S_A3,2019,B,A3,NA,9,2.28,S
2019_B_S_A3_10.tif,B_S_A3,2019,B,A3,NA,10,2.3,S
2019_B_S_A4_1.tif,B_S_A4,2019,B,A4,NA,1,2.3,S
2019_B_S_A4_2.tif,B_S_A4,2019,B,A4,NA,2,2.3,S
2019_B_S_A4_3.tif,B_S_A4,2019,B,A4,NA,3,2.3,S
2019_B_S_A4_4.tif,B_S_A4,2019,B,A4,NA,4,2.19,S
2019_B_S_A4_5.tif,B_S_A4,2019,B,A4,NA,5,2.77,S
2019_B_S_A4_6.tif,B_S_A4,2019,B,A4,NA,6,2.34,S
2019_B_S_A4_7.tif,B_S_A4,2019,B,A4,NA,7,2.32,S
2019_B_S_A4_8.tif,B_S_A4,2019,B,A4,NA,8,2.28,S
2019_B_S_A4_9.tif,B_S_A4,2019,B,A4,NA,9,2.15,S
2019_B_S_A4_10.tif,B_S_A4,2019,B,A4,NA,10,2.26,S
2019_B_L_A1_1.tif,B_L_A1,2019,B,A1,NA,1,2.23,L
2019_B_L_A1_2.tif,B_L_A1,2019,B,A1,NA,2,2.08,L
2019_B_L_A1_3.tif,B_L_A1,2019,B,A1,NA,3,2.14,L
2019_B_L_A1_4.tif,B_L_A1,2019,B,A1,NA,4,2.1,L
2019_B_L_A1_5.tif,B_L_A1,2019,B,A1,NA,5,2.22,L
2019_B_L_A1_6.tif,B_L_A1,2019,B,A1,NA,6,2.18,L
2019_B_L_A1_7.tif,B_L_A1,2019,B,A1,NA,7,2,L
2019_B_L_A1_8.tif,B_L_A1,2019,B,A1,NA,8,1.81,L
2019_B_L_A1_9.tif,B_L_A1,2019,B,A1,NA,9,2.18,L
2019_B_L_A1_10.tif,B_L_A1,2019,B,A1,NA,10,2.23,L
2019_B_L_A2_1.tif,B_L_A2,2019,B,A2,NA,1,2,L
2019_B_L_A2_2.tif,B_L_A2,2019,B,A2,NA,2,2.11,L
2019_B_L_A2_3.tif,B_L_A2,2019,B,A2,NA,3,2.17,L
2019_B_L_A2_4.tif,B_L_A2,2019,B,A2,NA,4,2.18,L
2019_B_L_A2_5.tif,B_L_A2,2019,B,A2,NA,5,1.99,L
2019_B_L_A2_6.tif,B_L_A2,2019,B,A2,NA,6,2.3,L
2019_B_L_A2_7.tif,B_L_A2,2019,B,A2,NA,7,1.93,L
2019_B_L_A2_8.tif,B_L_A2,2019,B,A2,NA,8,2.06,L
2019_B_L_A2_9.tif,B_L_A2,2019,B,A2,NA,9,2,L
2019_B_L_A2_10.tif,B_L_A2,2019,B,A2,NA,10,2.2,L
2019_B_L_A3_1.tif,B_L_A3,2019,B,A3,NA,1,2.2,L
2019_B_L_A3_2.tif,B_L_A3,2019,B,A3,NA,2,2.54,L
2019_B_L_A3_3.tif,B_L_A3,2019,B,A3,NA,3,2.5,L
2019_B_L_A3_4.tif,B_L_A3,2019,B,A3,NA,4,2,L
2019_B_L_A3_5.tif,B_L_A3,2019,B,A3,NA,5,2.28,L
2019_B_L_A3_6.tif,B_L_A3,2019,B,A3,NA,6,2.8,L
2019_B_L_A3_7.tif,B_L_A3,2019,B,A3,NA,7,2.1,L
2019_B_L_A3_8.tif,B_L_A3,2019,B,A3,NA,8,2.5,L
2019_B_L_A3_9.tif,B_L_A3,2019,B,A3,NA,9,2.22,L
2019_B_L_A3_10.tif,B_L_A3,2019,B,A3,NA,10,2.18,L
2019_K_G_A_1.tif,K_G_A,2019,K,A,NA,1,2.4,G
2019_K_G_A_2.tif,K_G_A,2019,K,A,NA,2,2.44,G
2019_K_G_A_3.tif,K_G_A,2019,K,A,NA,3,2.31,G
2019_K_G_A_4.tif,K_G_A,2019,K,A,NA,4,2.38,G
2019_K_G_A_5.tif,K_G_A,2019,K,A,NA,5,2.45,G
2019_K_G_A_6.tif,K_G_A,2019,K,A,NA,6,2.56,G
2019_K_G_A_7.tif,K_G_A,2019,K,A,NA,7,2.44,G
2019_K_G_A_8.tif,K_G_A,2019,K,A,NA,8,2.42,G
2019_K_G_A_9.tif,K_G_A,2019,K,A,NA,9,2.65,G
2019_K_G_A_10.tif,K_G_A,2019,K,A,NA,10,2.59,G
2019_K_L_A1_1.tif,K_L_A1,2019,K,A1,NA,1,2.25,L
2019_K_L_A1_2.tif,K_L_A1,2019,K,A1,NA,2,2.19,L
2019_K_L_A1_3.tif,K_L_A1,2019,K,A1,NA,3,2.17,L
2019_K_L_A1_4.tif,K_L_A1,2019,K,A1,NA,4,2.28,L
2019_K_L_A1_5.tif,K_L_A1,2019,K,A1,NA,5,2.36,L
2019_K_L_A1_6.tif,K_L_A1,2019,K,A1,NA,6,2.26,L
2019_K_L_A1_7.tif,K_L_A1,2019,K,A1,NA,7,2.35,L
2019_K_L_A1_8.tif,K_L_A1,2019,K,A1,NA,8,2.25,L
2019_K_L_A1_9.tif,K_L_A1,2019,K,A1,NA,9,2.26,L
2019_K_L_A1_10.tif,K_L_A1,2019,K,A1,NA,10,2.22,L
2019_K_S_A1_1.tif,K_S_A1,2019,K,A1,NA,1,2.13,S
2019_K_S_A1_2.tif,K_S_A1,2019,K,A1,NA,2,2.21,S
2019_K_S_A1_3.tif,K_S_A1,2019,K,A1,NA,3,1.88,S
2019_K_S_A1_4.tif,K_S_A1,2019,K,A1,NA,4,2.14,S
2019_K_S_A1_5.tif,K_S_A1,2019,K,A1,NA,5,2.11,S
2019_K_S_A1_6.tif,K_S_A1,2019,K,A1,NA,6,2.1,S
2019_K_S_A1_7.tif,K_S_A1,2019,K,A1,NA,7,2.08,S
2019_K_S_A1_8.tif,K_S_A1,2019,K,A1,NA,8,2.02,S
2019_K_S_A1_9.tif,K_S_A1,2019,K,A1,NA,9,1.86,S
2019_K_S_A1_10.tif,K_S_A1,2019,K,A1,NA,10,2.04,S
2019_K_G_B_1.tif,K_G_B,2019,K,B,NA,1,2.66,G
2019_K_G_B_2.tif,K_G_B,2019,K,B,NA,2,2.45,G
2019_K_G_B_3.tif,K_G_B,2019,K,B,NA,3,2.52,G
2019_K_G_B_4.tif,K_G_B,2019,K,B,NA,4,2.48,G
2019_K_G_B_5.tif,K_G_B,2019,K,B,NA,5,2.61,G
2019_K_G_B_6.tif,K_G_B,2019,K,B,NA,6,2.68,G
2019_K_G_B_7.tif,K_G_B,2019,K,B,NA,7,2.42,G
2019_K_G_B_8.tif,K_G_B,2019,K,B,NA,8,2.44,G
2019_K_G_B_9.tif,K_G_B,2019,K,B,NA,9,2.54,G
2019_K_G_B_10.tif,K_G_B,2019,K,B,NA,10,2.68,G
2019_K_L_B_1.tif,K_L_B,2019,K,B,NA,1,2.31,L
2019_K_L_B_2.tif,K_L_B,2019,K,B,NA,2,2.22,L
2019_K_L_B_3.tif,K_L_B,2019,K,B,NA,3,2.35,L
2019_K_L_B_4.tif,K_L_B,2019,K,B,NA,4,2.21,L
2019_K_L_B_5.tif,K_L_B,2019,K,B,NA,5,2.17,L
2019_K_L_B_6.tif,K_L_B,2019,K,B,NA,6,2.24,L
2019_K_L_B_7.tif,K_L_B,2019,K,B,NA,7,2.21,L
2019_K_L_B_8.tif,K_L_B,2019,K,B,NA,8,2.23,L
2019_K_L_B_9.tif,K_L_B,2019,K,B,NA,9,2.34,L
2019_K_L_B_10.tif,K_L_B,2019,K,B,NA,10,2.24,L
2019_K_S_B_1.tif,K_S_B,2019,K,B,NA,1,1.93,S
2019_K_S_B_2.tif,K_S_B,2019,K,B,NA,2,2.04,S
2019_K_S_B_3.tif,K_S_B,2019,K,B,NA,3,1.95,S
2019_K_S_B_4.tif,K_S_B,2019,K,B,NA,4,2.14,S
2019_K_S_B_5.tif,K_S_B,2019,K,B,NA,5,2.18,S
2019_K_S_B_6.tif,K_S_B,2019,K,B,NA,6,1.99,S
2019_K_S_B_7.tif,K_S_B,2019,K,B,NA,7,1.88,S
2019_K_S_B_8.tif,K_S_B,2019,K,B,NA,8,1.89,S
2019_K_S_B_9.tif,K_S_B,2019,K,B,NA,9,1.99,S
2019_K_S_B_10.tif,K_S_B,2019,K,B,NA,10,1.97,S
2019_K_G_C_1.tif,K_G_C,2019,K,C,NA,1,2.72,G
2019_K_G_C_2.tif,K_G_C,2019,K,C,NA,2,2.51,G
2019_K_G_C_3.tif,K_G_C,2019,K,C,NA,3,2.43,G
2019_K_G_C_4.tif,K_G_C,2019,K,C,NA,4,2.51,G
2019_K_G_C_5.tif,K_G_C,2019,K,C,NA,5,2.59,G
2019_K_G_C_6.tif,K_G_C,2019,K,C,NA,6,2.58,G
2019_K_G_C_7.tif,K_G_C,2019,K,C,NA,7,2.44,G
2019_K_G_C_8.tif,K_G_C,2019,K,C,NA,8,2.57,G
2019_K_G_C_9.tif,K_G_C,2019,K,C,NA,9,2.78,G
2019_K_G_C_10.tif,K_G_C,2019,K,C,NA,10,2.55,G
2019_K_L_C_1.tif,K_L_C,2019,K,C,NA,1,2.47,L
2019_K_L_C_2.tif,K_L_C,2019,K,C,NA,2,2.26,L
2019_K_L_C_3.tif,K_L_C,2019,K,C,NA,3,2.26,L
2019_K_L_C_4.tif,K_L_C,2019,K,C,NA,4,2.21,L
2019_K_L_C_5.tif,K_L_C,2019,K,C,NA,5,2.32,L
2019_K_L_C_6.tif,K_L_C,2019,K,C,NA,6,2.25,L
2019_K_L_C_7.tif,K_L_C,2019,K,C,NA,7,2.37,L
2019_K_L_C_8.tif,K_L_C,2019,K,C,NA,8,2.26,L
2019_K_L_C_9.tif,K_L_C,2019,K,C,NA,9,2.16,L
2019_K_L_C_10.tif,K_L_C,2019,K,C,NA,10,2.1,L
2019_K_S_C_1.tif,K_S_C,2019,K,C,NA,1,2.16,S
2019_K_S_C_2.tif,K_S_C,2019,K,C,NA,2,2.04,S
2019_K_S_C_3.tif,K_S_C,2019,K,C,NA,3,2.08,S
2019_K_S_C_4.tif,K_S_C,2019,K,C,NA,4,2.13,S
2019_K_S_C_5.tif,K_S_C,2019,K,C,NA,5,2,S
2019_K_S_C_6.tif,K_S_C,2019,K,C,NA,6,2.04,S
2019_K_S_C_7.tif,K_S_C,2019,K,C,NA,7,2.08,S
2019_K_S_C_8.tif,K_S_C,2019,K,C,NA,8,2.18,S
2019_K_S_C_9.tif,K_S_C,2019,K,C,NA,9,1.92,S
2019_K_S_C_10.tif,K_S_C,2019,K,C,NA,10,2.17,S
2019_ISF_L_A_1.tif,ISF_L_A,2019,ISF,A,NA,1,NA,L
2019_ISF_L_A_2.tif,ISF_L_A,2019,ISF,A,NA,2,NA,L
2019_ISF_L_A_3.tif,ISF_L_A,2019,ISF,A,NA,3,NA,L
2019_ISF_L_A_4.tif,ISF_L_A,2019,ISF,A,NA,4,NA,L
2019_ISF_L_A_5.tif,ISF_L_A,2019,ISF,A,NA,5,NA,L
2019_ISF_L_A_6.tif,ISF_L_A,2019,ISF,A,NA,6,NA,L
2019_ISF_L_A_7.tif,ISF_L_A,2019,ISF,A,NA,7,NA,L
2019_ISF_L_A_8.tif,ISF_L_A,2019,ISF,A,NA,8,NA,L
2019_ISF_L_A_9.tif,ISF_L_A,2019,ISF,A,NA,9,NA,L
2019_ISF_L_A_10.tif,ISF_L_A,2019,ISF,A,NA,10,NA,L
2019_ISF_L_B_1.tif,ISF_L_B,2019,ISF,B,NA,1,NA,L
2019_ISF_L_B_2.tif,ISF_L_B,2019,ISF,B,NA,2,NA,L
2019_ISF_L_B_3.tif,ISF_L_B,2019,ISF,B,NA,3,NA,L
2019_ISF_L_B_4.tif,ISF_L_B,2019,ISF,B,NA,4,NA,L
2019_ISF_L_B_5.tif,ISF_L_B,2019,ISF,B,NA,5,NA,L
2019_ISF_L_B_6.tif,ISF_L_B,2019,ISF,B,NA,6,NA,L
2019_ISF_L_B_7.tif,ISF_L_B,2019,ISF,B,NA,7,NA,L
2019_ISF_L_B_8.tif,ISF_L_B,2019,ISF,B,NA,8,NA,L
2019_ISF_L_B_9.tif,ISF_L_B,2019,ISF,B,NA,9,NA,L
2019_ISF_L_B_10.tif,ISF_L_B,2019,ISF,B,NA,10,NA,L
2019_ISF_L_C_1.tif,ISF_L_C,2019,ISF,C,NA,1,NA,L
2019_ISF_L_C_2.tif,ISF_L_C,2019,ISF,C,NA,2,NA,L
2019_ISF_L_C_3.tif,ISF_L_C,2019,ISF,C,NA,3,NA,L
2019_ISF_L_C_4.tif,ISF_L_C,2019,ISF,C,NA,4,NA,L
2019_ISF_L_C_5.tif,ISF_L_C,2019,ISF,C,NA,5,NA,L
2019_ISF_L_C_6.tif,ISF_L_C,2019,ISF,C,NA,6,NA,L
2019_ISF_L_C_7.tif,ISF_L_C,2019,ISF,C,NA,7,NA,L
2019_ISF_L_C_8.tif,ISF_L_C,2019,ISF,C,NA,8,NA,L
2019_ISF_L_C_9.tif,ISF_L_C,2019,ISF,C,NA,9,NA,L
2019_ISF_L_C_10.tif,ISF_L_C,2019,ISF,C,NA,10,NA,L
2019_ISF_L_D_1.tif,ISF_L_D,2019,ISF,D,NA,1,NA,L
2019_ISF_L_D_2.tif,ISF_L_D,2019,ISF,D,NA,2,NA,L
2019_ISF_L_D_3.tif,ISF_L_D,2019,ISF,D,NA,3,NA,L
2019_ISF_L_D_4.tif,ISF_L_D,2019,ISF,D,NA,4,NA,L
2019_ISF_L_D_5.tif,ISF_L_D,2019,ISF,D,NA,5,NA,L
2019_ISF_L_D_6.tif,ISF_L_D,2019,ISF,D,NA,6,NA,L
2019_ISF_L_D_7.tif,ISF_L_D,2019,ISF,D,NA,7,NA,L
2019_ISF_L_D_8.tif,ISF_L_D,2019,ISF,D,NA,8,NA,L
2019_ISF_L_D_9.tif,ISF_L_D,2019,ISF,D,NA,9,NA,L
2019_ISF_L_D_10.tif,ISF_L_D,2019,ISF,D,NA,10,NA,L
2019_ISF_S_A_1.tif,ISF_S_A,2019,ISF,A,NA,1,NA,S
2019_ISF_S_A_2.tif,ISF_S_A,2019,ISF,A,NA,2,NA,S
2019_ISF_S_A_3.tif,ISF_S_A,2019,ISF,A,NA,3,NA,S
2019_ISF_S_A_4.tif,ISF_S_A,2019,ISF,A,NA,4,NA,S
2019_ISF_S_A_5.tif,ISF_S_A,2019,ISF,A,NA,5,NA,S
2019_ISF_S_A_6.tif,ISF_S_A,2019,ISF,A,NA,6,NA,S
2019_ISF_S_A_7.tif,ISF_S_A,2019,ISF,A,NA,7,NA,S
2019_ISF_S_A_8.tif,ISF_S_A,2019,ISF,A,NA,8,NA,S
2019_ISF_S_A_9.tif,ISF_S_A,2019,ISF,A,NA,9,NA,S
2019_ISF_S_A_10.tif,ISF_S_A,2019,ISF,A,NA,10,NA,S
2019_ISF_S_B_1.tif,ISF_S_B,2019,ISF,B,NA,1,NA,S
2019_ISF_S_B_2.tif,ISF_S_B,2019,ISF,B,NA,2,NA,S
2019_ISF_S_B_3.tif,ISF_S_B,2019,ISF,B,NA,3,NA,S
2019_ISF_S_B_4.tif,ISF_S_B,2019,ISF,B,NA,4,NA,S
2019_ISF_S_B_5.tif,ISF_S_B,2019,ISF,B,NA,5,NA,S
2019_ISF_S_B_6.tif,ISF_S_B,2019,ISF,B,NA,6,NA,S
2019_ISF_S_B_7.tif,ISF_S_B,2019,ISF,B,NA,7,NA,S
2019_ISF_S_B_8.tif,ISF_S_B,2019,ISF,B,NA,8,NA,S
2019_ISF_S_B_9.tif,ISF_S_B,2019,ISF,B,NA,9,NA,S
2019_ISF_S_B_10.tif,ISF_S_B,2019,ISF,B,NA,10,NA,S
2019_ISF_S_C_1.tif,ISF_S_C,2019,ISF,C,NA,1,NA,S
2019_ISF_S_C_2.tif,ISF_S_C,2019,ISF,C,NA,2,NA,S
2019_ISF_S_C_3.tif,ISF_S_C,2019,ISF,C,NA,3,NA,S
2019_ISF_S_C_4.tif,ISF_S_C,2019,ISF,C,NA,4,NA,S
2019_ISF_S_C_5.tif,ISF_S_C,2019,ISF,C,NA,5,NA,S
2019_ISF_S_C_6.tif,ISF_S_C,2019,ISF,C,NA,6,NA,S
2019_ISF_S_C_7.tif,ISF_S_C,2019,ISF,C,NA,7,NA,S
2019_ISF_S_C_8.tif,ISF_S_C,2019,ISF,C,NA,8,NA,S
2019_ISF_S_C_9.tif,ISF_S_C,2019,ISF,C,NA,9,NA,S
2019_ISF_S_C_10.tif,ISF_S_C,2019,ISF,C,NA,10,NA,S
2019_ISF_S_D_1.tif,ISF_S_D,2019,ISF,D,NA,1,NA,S
2019_ISF_S_D_2.tif,ISF_S_D,2019,ISF,D,NA,2,NA,S
2019_ISF_S_D_3.tif,ISF_S_D,2019,ISF,D,NA,3,NA,S
2019_ISF_S_D_4.tif,ISF_S_D,2019,ISF,D,NA,4,NA,S
2019_ISF_S_D_5.tif,ISF_S_D,2019,ISF,D,NA,5,NA,S
2019_ISF_S_D_6.tif,ISF_S_D,2019,ISF,D,NA,6,NA,S
2019_ISF_S_D_7.tif,ISF_S_D,2019,ISF,D,NA,7,NA,S
2019_ISF_S_D_8.tif,ISF_S_D,2019,ISF,D,NA,8,NA,S
2019_ISF_S_D_9.tif,ISF_S_D,2019,ISF,D,NA,9,NA,S
2019_ISF_S_D_10.tif,ISF_S_D,2019,ISF,D,NA,10,NA,S
